Crown_id	AC	LI	OT	PI	QU	
162	1.1006966510208405e-07	1.5692336558402848e-06	1.9945076871213648e-05	0.99981473582733	0.00016363979247767198	
490	0.003332498362467808	2.490020276162922e-06	2.8722698883213465e-05	0.0013099097286379889	0.9953263791897349	
378	0.0035405991138331614	6.727126125340978e-06	2.93335945737624e-05	0.0007872690260822495	0.9956360711393855	
414	2.0686267332054743e-08	8.34028401184514e-08	2.7666863232240044e-06	0.9999580326219858	3.909660258357575e-05	
213	2.0820285567909403e-06	2.2738342955625556e-05	7.909374188664341e-05	0.9992275503759953	0.000668535510605607	
25	9.107781635025198e-11	2.7720559454837506e-09	4.18469529746202e-07	0.9999859224409696	1.365622636700522e-05	
482	0.3510544676418265	0.6358184501271102	0.010536046059053856	0.002395696849473291	0.000195339322536298	
530	1.0257237078699804e-06	4.9972469417910545e-08	1.6846849561993696e-05	0.9367899997357994	0.06319207771846135	
606	0.004811604413371834	0.00016065904862466832	0.0010613155043985073	0.08994903657560926	0.9040173844579957	
156	6.525045694900461e-06	1.8020033586740485e-06	3.6526966713370855e-05	0.9973282769879496	0.0026268689962834577	
270	0.001634632398171416	2.2728550627743966e-06	3.7059970625541643e-05	0.6807540475911713	0.317571987184969	
361	5.8068688719642935e-05	8.985924276632528e-06	5.1326790858013636e-05	0.9893329249109996	0.010548693685146101	
292	2.2827396052953827e-07	2.242267577122129e-07	1.1181183991922752e-05	0.9940095267126223	0.005978839602667457	
133	8.095921359978201e-08	2.109272175755828e-07	4.635594006958387e-05	0.9996037246711826	0.00034962750231659867	
133	3.811984942029663e-07	1.224246442620886e-06	0.00010031170982058787	0.9985868352218422	0.0013112476234002806	
25	3.2794002566586733e-10	8.972418282858548e-09	6.574156289655272e-07	0.9999644913817842	3.4841902228371305e-05	
216	1.477788868819247e-07	5.026403589954746e-07	3.253886976227255e-05	0.9987021142337268	0.001264696477264975	
153	3.472818601429441e-07	5.218472644412329e-06	0.000129687027398232	0.9883033553087196	0.011561391909377626	
266	5.5016809902382796e-08	6.937397343185474e-07	7.651729702747743e-06	0.0020540662744411736	0.9979375332393119	
352	8.893719248770662e-05	1.4088698011633066e-05	0.00010814811257920099	0.976846324418712	0.02294250157820933	
291	1.819273791981992e-05	4.9935623585316e-06	3.022182066097387e-05	0.9970161451044778	0.0029304467745829023	
179	1.2833670334692914e-06	4.791211657779042e-06	6.897105424102252e-05	0.9965879481742136	0.0033370061928539585	
292	1.0154141783296197e-06	2.129362803702548e-06	2.9362379412505565e-05	0.9981804013227997	0.0017870915208057902	
478	0.0015735905871097514	2.073543018114733e-05	0.0003101592888164846	0.0013117381260839024	0.9967837765678088	
