crown_id	AC	LI	OT	PI	QU	
624	0.00000000002523893185	0.00000000059339845631	0.00000026192396352571	0.99729877153678325730	0.00270096592061597283	
624	0.00000000003121906326	0.00000000084522984784	0.00000041970886624285	0.99594716380493986119	0.00405241560974489105	
624	0.00000000005729911523	0.00000000136352513709	0.00000041314558538869	0.99507940230970237661	0.00492018312388798652	
624	0.00000000000818071432	0.00000000020848451478	0.00000014143304466184	0.99675823084033532417	0.00324162750995481488	
624	0.00000000003192427003	0.00000000078861671032	0.00000037497521165915	0.99607650390777813243	0.00392312029646904679	
624	0.00000000002453800420	0.00000000047128914542	0.00000023489136669610	0.99782432273658694388	0.00217544187621930519	
624	0.00000000003367754742	0.00000000089983542790	0.00000049481395053976	0.99563400303367644018	0.00436550121885998475	
624	0.00000000002610609384	0.00000000056613350600	0.00000025066127962727	0.99736091051886144321	0.00263883822761913894	
624	0.00000000001047441042	0.00000000028376272127	0.00000021991889787285	0.99600587669604234708	0.00399390309082260902	
624	0.00000000001509396235	0.00000000037135276128	0.00000020967748049230	0.99689420445900733814	0.00310558547706534481	
624	0.00000000003721452414	0.00000000092184568741	0.00000044645845328294	0.99530921021236751223	0.00469034237011911864	
624	0.00000000002740654130	0.00000000071242528077	0.00000041864654640956	0.99440868456021824784	0.00559089605340349748	
624	0.00000000001909558141	0.00000000047383623813	0.00000031074680314902	0.99541880911714364366	0.00458087964312140460	
621	0.00000000000000033752	0.00000000000001743701	0.00000000022135178209	0.99994173021678978142	0.00005826956184060574	
621	0.00000000000000408824	0.00000000000018373774	0.00000000134226386720	0.99982579713145569578	0.00017420152609269211	
621	0.00000000000000181939	0.00000000000008028059	0.00000000070528038625	0.99990905788187300907	0.00009094141276461969	
621	0.00000000000000058602	0.00000000000003014834	0.00000000035071421612	0.99991514440504314365	0.00008485524421194228	
621	0.00000000000000204739	0.00000000000009577573	0.00000000087602088873	0.99987520820149533574	0.00012479092238589773	
621	0.00000000000000108461	0.00000000000005097525	0.00000000048940202309	0.99990354760634891917	0.00009645190419698175	
621	0.00000000000000519794	0.00000000000022796330	0.00000000145226680769	0.99981192239486338380	0.00018807615263655985	
