Crown_id,Genus,Probability
3,AC,6.197781782891436e-07
3,LI,1.2250740573144107e-06
3,OT,3.2411082255425065e-05
3,PI,0.99910983814459
3,QU,0.0008559059209190912
4,AC,1.4228735594253065e-05
4,LI,5.129877572297192e-06
4,OT,2.8817103609108325e-05
4,PI,0.9550168611905102
4,QU,0.044934963092714005
9,AC,0.00037137147470115903
9,LI,2.3755168238210283e-06
9,OT,0.00024624999016694326
9,PI,0.045548859034405566
9,QU,0.9538311439839026
13,AC,3.651213546717524e-08
13,LI,5.810324556489005e-07
13,OT,1.7385522309582348e-05
13,PI,0.9988362999017154
13,QU,0.0011456970313838113
14,AC,4.153172347673634e-07
14,LI,5.12202317027702e-07
14,OT,0.0001883588397319916
14,PI,0.9556835923478064
14,QU,0.04412712129290978
16,AC,0.0004449884496899624
16,LI,6.001241600260987e-06
16,OT,3.5750351718730415e-05
16,PI,0.8612245617928057
16,QU,0.1382886981641853
18,AC,0.0004825142354282208
18,LI,3.58920400654708e-05
18,OT,2.7678320423409765e-05
18,PI,0.0007689240758718641
18,QU,0.998684991328211
20,AC,0.00015486079576965944
20,LI,3.500493809592021e-05
20,OT,0.000108641192476314
20,PI,0.8909863995814007
20,QU,0.10871509349225739
21,AC,0.0006956539279097104
21,LI,0.00012415926547855512
21,OT,7.156520651203933e-05
21,PI,0.9959910718358603
21,QU,0.0031175497642392668
22,AC,0.09862462185673015
22,LI,7.741885750708549e-06
22,OT,2.1141777454220746e-05
22,PI,0.019590248954290845
22,QU,0.881756245525774
23,AC,1.6181947467042966e-05
23,LI,4.5669725361148385e-08
23,OT,4.1076942866749865e-06
23,PI,0.0010107374113979448
23,QU,0.9989689272771229
24,AC,4.77775998826061e-07
24,LI,2.0796723270755457e-07
24,OT,0.0002841356827300721
24,PI,0.7094003489530917
24,QU,0.29031482962094696
25,AC,2.1301437158878804e-08
25,LI,2.0303047274805593e-07
25,OT,6.383184129982478e-06
25,PI,0.999818245244168
25,QU,0.00017514723979211738
26,AC,7.55696161498554e-08
26,LI,1.7879402960773222e-07
26,OT,2.343532450674427e-05
26,PI,0.9669468533514542
26,QU,0.03302945696039326
28,AC,0.0006010992558377286
28,LI,0.0009729520895508199
28,OT,7.039689564701476e-05
28,PI,0.9925499089524932
28,QU,0.005805642806471109
29,AC,0.0001123087987424288
29,LI,3.0617094867231046e-06
