Crown_id,Species,Probability
3,ACRU,4.471712927191963e-05
3,LIST,1.4980621697381642e-06
3,OTHER,0.000927165925059105
3,PIEL,0.020834692297240227
3,PIPA,0.8565317608887714
3,PITA,0.02955501186804719
3,QUGE,0.01563807402030684
3,QULA,0.044663599390004693
3,QUNI,0.03180348041912901
4,ACRU,3.271854103548374e-05
4,LIST,2.5258740899307937e-06
4,OTHER,6.804824642527135e-06
4,PIEL,2.373761440443676e-06
4,PIPA,0.9971928222083354
4,PITA,9.600765275375025e-06
4,QUGE,0.0009607472434402946
4,QULA,0.0017739456065657344
4,QUNI,1.846117517484554e-05
9,ACRU,8.043030424396506e-05
9,LIST,4.977980630892224e-07
9,OTHER,0.001111632377693586
9,PIEL,0.0006311465275265912
9,PIPA,0.03307022287448676
9,PITA,0.003342064488066629
9,QUGE,0.0016217313327604717
9,QULA,0.9600750861947411
9,QUNI,6.718810241777544e-05
13,ACRU,2.9459076994367516e-08
13,LIST,1.2558539958088373e-09
13,OTHER,1.9107945577034833e-06
13,PIEL,0.0012040253535774896
13,PIPA,0.9912505963833328
13,PITA,0.0005058953293345645
13,QUGE,0.003988817578475103
13,QULA,0.00025224080484980246
13,QUNI,0.0027964830409416383
14,ACRU,9.743014402979397e-06
14,LIST,3.590638430513112e-05
14,OTHER,0.007457848900061501
14,PIEL,0.002054180588947621
14,PIPA,0.2694053649169205
14,PITA,0.7031751493290089
14,QUGE,0.010164348034388712
14,QULA,0.001019243435968673
14,QUNI,0.0066782153959959595
16,ACRU,0.0014540530669659227
16,LIST,0.002658083545889807
16,OTHER,0.21489054664061233
16,PIEL,0.007057018961199493
16,PIPA,0.2006843859759664
16,PITA,0.41668233828611106
16,QUGE,0.1496937993578126
16,QULA,0.004690088030616516
16,QUNI,0.0021896861348257714
18,ACRU,5.408859688616321e-05
18,LIST,0.04705446546592567
18,OTHER,0.8081232821471307
18,PIEL,0.020706733135815576
18,PIPA,0.006980979009277437
18,PITA,0.001463363829121609
18,QUGE,0.0034040997854581367
18,QULA,0.11218500690884341
18,QUNI,2.79811215413457e-05
20,ACRU,0.0035370718966206602
20,LIST,0.019749552401843774
20,OTHER,0.541865547052418
20,PIEL,0.0212846414495901
20,PIPA,0.27827975718918646
20,PITA,0.050317569546681186
20,QUGE,0.07724538045304727
20,QULA,0.0030557197273470937
20,QUNI,0.0046647602832655365
21,ACRU,0.0030084860339956235
21,LIST,0.03782324791781983
21,OTHER,0.0030332124523043363
21,PIEL,0.8235558825110991
21,PIPA,0.10914745954302614
21,PITA,0.0016444138816373213
21,QUGE,0.00034733701409658975
21,QULA,0.0016203219195255957
21,QUNI,0.019819638726495486
22,ACRU,9.494789597061104e-05
22,LIST,3.700731043926614e-08
22,OTHER,0.004739647237763646
22,PIEL,0.0003902446052153744
22,PIPA,0.003350136373507893
22,PITA,0.00973545933022779
22,QUGE,4.741946568879499e-05
22,QULA,0.9788554933186712
22,QUNI,0.002786614765644197
23,ACRU,1.1792391773093625e-07
23,LIST,1.2789718217183742e-10
23,OTHER,1.625631380677841e-07
23,PIEL,3.9374626455933364e-08
23,PIPA,0.0018077108566679665
23,PITA,0.0002907852004778297
23,QUGE,0.00034531989556518133
23,QULA,0.99755512305464
23,QUNI,7.410030695146935e-07
24,ACRU,1.2313784789268127e-06
24,LIST,1.6403554035482885e-05
24,OTHER,0.002329064244560563
24,PIEL,2.188747991928289e-08
24,PIPA,0.27220893879295377
24,PITA,1.2742378761126078e-05
24,QUGE,0.5559839425394411
24,QULA,0.16889903279821553
24,QUNI,0.0005486224260736142
25,ACRU,8.152337616499595e-08
25,LIST,2.0508781579387562e-05
25,OTHER,0.015101530710874125
25,PIEL,0.0016325433586980478
25,PIPA,0.9788366617640784
25,PITA,0.003177702515273118
25,QUGE,0.00100668678965329
25,QULA,4.060545452454878e-05
25,QUNI,0.00018367910194305858
29,ACRU,6.640365544660576e-05
29,LIST,1.8129049826583688e-05
29,OTHER,0.0001392058507394739
29,PIEL,6.104293820584876e-05
29,PIPA,0.9958407280457021
29,PITA,0.001387701542247193
29,QUGE,0.0012801274685139464
29,QULA,0.0006884459776211108
29,QUNI,0.0005182154716970686
30,ACRU,0.0001382301128327615
30,LIST,1.8543343469210338e-06
30,OTHER,0.00030862111590747467
30,PIEL,8.856701421034603e-10
30,PIPA,0.007446986703742012
30,PITA,5.020059399313529e-09
30,QUGE,0.9684720218142168
30,QULA,0.02362961453114557
30,QUNI,2.665482078952227e-06
31,ACRU,0.007074745716184411
31,LIST,0.0100180962940313
31,OTHER,0.0004426173611658607
31,PIEL,2.198402762322295e-05
31,PIPA,0.0008187066149318379
31,PITA,0.021721624495765677
31,QUGE,0.0016744763730524971
31,QULA,7.604369916452871e-06
31,QUNI,0.9582201447473288
35,ACRU,3.588620087864871e-05
35,LIST,0.0011783407683193306
35,OTHER,0.10270106991595528
35,PIEL,0.08265567992705235
35,PIPA,0.7474254139125388
35,PITA,0.020644172954523445
35,QUGE,0.043803216767870835
35,QULA,4.147159097172738e-06
35,QUNI,0.0015520723937641385
40,ACRU,0.022285054468578896
40,LIST,0.9605215105706626
40,OTHER,0.00534028769445788
40,PIEL,4.164300064233193e-05
40,PIPA,0.007070577980348726
40,PITA,4.693117706292551e-05
40,QUGE,0.0046934209483442835
40,QULA,8.11223595706177e-09
40,QUNI,5.660476664440862e-07
42,ACRU,0.02275241595040107
42,LIST,0.007626170089275192
42,OTHER,0.20192114056416277
42,PIEL,0.00010421258377140829
42,PIPA,0.20546060484080506
42,PITA,0.034297297090956684
42,QUGE,0.5276951654858316
42,QULA,0.0001088413428262558
42,QUNI,3.415205197011102e-05
44,ACRU,1.8904773960650007e-07
44,LIST,4.7342339616934144e-09
44,OTHER,8.132811656421397e-06
44,PIEL,0.000599310877210611
44,PIPA,0.9964384961922127
44,PITA,2.0508219802088596e-05
44,QUGE,0.0018248727009167298
44,QULA,0.0009479118511124648
44,QUNI,0.00016057356511529726
45,ACRU,0.00019422385255859478
45,LIST,0.00011421613268381144
45,OTHER,0.0009359592594345808
45,PIEL,9.951192746899485e-05
45,PIPA,0.997388339647686
45,PITA,8.245241259923561e-05
45,QUGE,0.0011097092768609298
45,QULA,1.4230630504204474e-05
45,QUNI,6.135686020362831e-05
46,ACRU,2.839497662673529e-06
46,LIST,5.8253308811249385e-05
46,OTHER,0.002741487798297952
46,PIEL,7.063251638221882e-07
46,PIPA,0.9962474953319398
46,PITA,4.871236754615784e-06
46,QUGE,0.0009187008152790714
46,QULA,2.552046062633829e-05
46,QUNI,1.252254645392304e-07
50,ACRU,7.819401711766806e-06
50,LIST,2.4495648218915222e-05
50,OTHER,0.034996233076825915
50,PIEL,0.0687601035513981
50,PIPA,0.8327728185524931
50,PITA,0.031121674152635576
50,QUGE,0.025940175071844304
50,QULA,0.0013011398957327475
50,QUNI,0.005075540649139691
52,ACRU,0.0001393956029252665
52,LIST,1.314450655343051e-06
52,OTHER,6.450718893247875e-05
52,PIEL,0.0019850940155750397
52,PIPA,0.2853859005785225
52,PITA,0.0032763139068248616
52,QUGE,0.010790849603256212
52,QULA,0.6978916007267547
52,QUNI,0.0004650239265536978
53,ACRU,1.5298928677502059e-06
53,LIST,0.00036050696592529
53,OTHER,0.14042882451603325
53,PIEL,0.0009456994372321778
53,PIPA,0.8369409604214283
53,PITA,0.000617239458091625
53,QUGE,0.0048838335061547064
53,QULA,0.011288604481484167
53,QUNI,0.004532801320782986
54,ACRU,2.0375113796041264e-08
54,LIST,1.762998050080458e-07
54,OTHER,0.0001360809897018908
54,PIEL,0.00014178427176950853
54,PIPA,0.9962870984758071
54,PITA,0.002520852666332934
54,QUGE,0.0007412716732499345
54,QULA,7.226526361476127e-06
54,QUNI,0.00016548872185835885
55,ACRU,1.7986880453902134e-07
55,LIST,0.00015436858545816046
55,OTHER,0.1113683568379497
55,PIEL,0.003995584900447766
55,PIPA,0.8556810285586769
55,PITA,0.02754647386965226
55,QUGE,0.0009609487572486717
55,QULA,1.9501517046833864e-05
55,QUNI,0.0002735571047151987
57,ACRU,3.783065318709039e-10
57,LIST,2.905441445974161e-08
57,OTHER,9.494675030035393e-06
57,PIEL,5.230707565404503e-08
57,PIPA,0.9997881594631008
57,PITA,6.398815030024798e-05
57,QUGE,0.00012917455777870378
57,QULA,3.1021102840754774e-06
57,QUNI,5.999303709513475e-06
58,ACRU,1.294033178610367e-05
58,LIST,1.778039684856974e-06
58,OTHER,0.00033683540390321736
58,PIEL,0.00011729978078616543
58,PIPA,0.9964705454671439
58,PITA,0.0003032969689198324
58,QUGE,0.002250941400093877
58,QULA,0.00024851006397166875
58,QUNI,0.00025785254371025877
61,ACRU,1.8861720965696583e-06
61,LIST,0.00019120426921850347
61,OTHER,0.04886895258769266
61,PIEL,0.00017864390705632838
