Crown_id,Species,Probability
3,ACRU,1.9180071868718644e-05
3,LIST,5.768543316896037e-06
3,OTHER,0.027472223640888985
3,PIEL,0.0008862751629929896
3,PIPA,0.9645838181985159
3,PITA,0.005900910514974684
3,QUGE,5.2528057458690376e-05
3,QULA,0.0004307894638517766
3,QUNI,0.000648506346131276
4,ACRU,0.004749681376795589
4,LIST,4.598187497865983e-05
4,OTHER,1.6059208348810044e-05
4,PIEL,2.7926016119282717e-05
4,PIPA,0.9851438206571251
4,PITA,0.00011126997087567359
4,QUGE,0.005757765426335992
4,QULA,0.004043223642606985
4,QUNI,0.00010427182681386345
9,ACRU,0.0010274335975618211
9,LIST,0.0015211281889544546
9,OTHER,0.01657615498551058
9,PIEL,0.0001879738891093435
9,PIPA,0.0405571991371774
9,PITA,0.006021266235362548
9,QUGE,0.002018883898702593
9,QULA,0.931647786160174
9,QUNI,0.0004421739074472334
13,ACRU,3.4474308910561623e-06
13,LIST,3.749834365131099e-07
13,OTHER,4.416364725249026e-07
13,PIEL,0.0006013676071869286
13,PIPA,0.8669089888555606
13,PITA,6.18995685821383e-05
13,QUGE,0.13103329932997487
13,QULA,7.78613591190528e-06
13,QUNI,0.0013823944519835245
14,ACRU,3.8846068707774076e-05
14,LIST,5.090958740582188e-07
14,OTHER,0.011656493539686029
14,PIEL,0.0012274006474476827
14,PIPA,0.5733756078843818
14,PITA,0.40222113640162777
14,QUGE,0.0007038474590615678
14,QULA,0.005046312492945321
14,QUNI,0.00572984641026807
16,ACRU,0.004561355435094805
16,LIST,5.2240005656234095e-05
16,OTHER,0.0150881201089407
16,PIEL,0.003569904195438249
16,PIPA,0.6204379872305478
16,PITA,0.33450457481807916
16,QUGE,0.01207893109876154
16,QULA,0.006831028377288537
16,QUNI,0.002875858730192976
18,ACRU,0.0007245690498745728
18,LIST,6.665186380540066e-05
18,OTHER,0.7812980289906998
18,PIEL,7.159917101336749e-05
18,PIPA,0.0043561683626170385
18,PITA,0.0016739705307271782
18,QUGE,0.0001413244224634459
18,QULA,0.21166654820785652
18,QUNI,1.1394009426983588e-06
20,ACRU,0.0009166940731475705
20,LIST,0.0014125600128866865
20,OTHER,0.5985835501074087
20,PIEL,0.02405034009469238
20,PIPA,0.20101437546714696
20,PITA,0.15194958197162362
20,QUGE,0.015210775690825028
20,QULA,0.0049888167996463674
20,QUNI,0.0018733057826226295
21,ACRU,0.0033678598982639445
21,LIST,0.0053447498851656935
21,OTHER,0.01569678156067231
21,PIEL,0.9534934461406618
21,PIPA,0.0124216298060357
21,PITA,0.0026517021537716856
21,QUGE,0.006044718066775946
21,QULA,4.9077476946196716e-06
21,QUNI,0.00097420474095819
22,ACRU,0.01011730251579565
22,LIST,0.0058759444285619794
22,OTHER,0.6310330509072253
22,PIEL,0.0005781222322119014
22,PIPA,0.02505431130000291
22,PITA,0.006163849787384903
22,QUGE,0.006836766872497097
22,QULA,0.3133550338780795
22,QUNI,0.0009856180782407103
23,ACRU,0.0011157418040486798
23,LIST,1.6892746078403563e-05
23,OTHER,6.834077262554569e-06
23,PIEL,5.705381507587334e-05
23,PIPA,0.0025507324200078263
23,PITA,4.4130324054398705e-05
23,QUGE,0.14561514534345615
23,QULA,0.8502501955274846
23,QUNI,0.000343273942531591
24,ACRU,0.00017820121776147718
24,LIST,2.0688821344480024e-05
24,OTHER,0.011819709018140665
24,PIEL,5.013558004279916e-06
24,PIPA,0.7191883077062245
24,PITA,3.522589332465788e-05
24,QUGE,0.2648544720150868
24,QULA,0.003607024683513663
24,QUNI,0.0002913570865993574
25,ACRU,6.774531162927842e-08
25,LIST,1.795174952889462e-08
25,OTHER,0.00018877368973539016
25,PIEL,0.0030376020400455332
25,PIPA,0.9839004924988619
25,PITA,0.009314569951510615
25,QUGE,3.203441322760274e-05
25,QULA,1.1499719736141103e-05
25,QUNI,0.0035149419898216874
26,ACRU,2.4530305734611738e-05
26,LIST,5.947103686657695e-07
26,OTHER,3.3021201128044306e-08
26,PIEL,3.907532914826224e-05
26,PIPA,0.9695875231365207
26,PITA,1.8789908297816448e-06
26,QUGE,0.029952130385768005
26,QULA,0.0003469161142375247
26,QUNI,4.731800619137079e-05
28,ACRU,0.0012144144881237704
28,LIST,0.0021906975545746814
28,OTHER,0.008997749109906389
28,PIEL,7.817467189950429e-06
28,PIPA,0.9799343339332954
28,PITA,3.186357376474598e-06
28,QUGE,0.007419538961021183
28,QULA,0.0002137247083192691
28,QUNI,1.853742019285145e-05
29,ACRU,0.0005754388665821079
29,LIST,7.398674563352099e-06
29,OTHER,6.46107406582945e-06
29,PIEL,0.00017135371137807473
29,PIPA,0.9901645882971162
29,PITA,0.00035629041052763255
29,QUGE,0.007435509354133426
29,QULA,0.00010569799525465232
29,QUNI,0.0011772616163787865
30,ACRU,4.716452337895393e-06
30,LIST,0.0005009996858502706
30,OTHER,9.808473846200956e-07
30,PIEL,4.004916343987494e-07
30,PIPA,0.0011129059824319572
30,PITA,9.609106417132672e-12
30,QUGE,0.998377856135952
30,QULA,2.09981038539248e-06
30,QUNI,4.0584414307138634e-08
31,ACRU,0.061763330696021836
31,LIST,0.020523213854361053
31,OTHER,0.004154895168117548
31,PIEL,0.0015519856853336246
31,PIPA,8.37159736503007e-05
31,PITA,1.002566415140467e-05
31,QUGE,0.018905592956319675
31,QULA,0.00015080731683079975
31,QUNI,0.8928564326852138
42,ACRU,0.002900781336300412
42,LIST,0.0008726856135046535
42,OTHER,0.00550517157464493
42,PIEL,0.000417535761141692
42,PIPA,0.3059451547099876
42,PITA,0.00010604840394299467
42,QUGE,0.6787375044935186
42,QULA,0.0036402121846021178
42,QUNI,0.001874905922357028
43,ACRU,1.5007828428136875e-06
43,LIST,3.725270835605575e-06
43,OTHER,0.0037402361577509318
43,PIEL,2.665810306733569e-06
43,PIPA,0.9959842070957401
43,PITA,1.3274367349086066e-06
43,QUGE,0.00018399940115618464
43,QULA,5.523173752259394e-05
43,QUNI,2.71063071100461e-05
44,ACRU,0.0008741564756844525
44,LIST,0.00014953727745508453
44,OTHER,0.005905282522453092
44,PIEL,0.08348452146693815
44,PIPA,0.8140343247933428
44,PITA,0.042890020517251805
44,QUGE,0.02974719683928838
44,QULA,0.010275861481081736
44,QUNI,0.0126390986265045
45,ACRU,5.551119507492431e-06
45,LIST,1.6618851908843704e-06
45,OTHER,0.00022020837819624069
45,PIEL,2.300023362662329e-06
45,PIPA,0.9996467043350167
