4.602790402400695281e-10	4.047134188246316422e-09	5.561742684857928974e-10	1.210036749364196441e-07	9.999640087835431901e-01	2.640006153820158188e-07	1.220985352638771531e-06	3.424646474351774163e-05	1.336984829002225519e-07
1.318230540846572138e-02	5.266345119147162156e-03	2.055359745792802867e-02	8.499718267149223294e-01	4.532283674019332853e-02	1.815204710401101262e-02	1.643083601842104492e-07	1.471581142121482854e-07	4.755072998885788438e-02
9.990451660191763132e-09	1.501942078460360271e-07	5.251884929943230189e-07	4.857340923013579789e-13	9.995725210944189643e-01	1.822504092346014377e-06	1.480801299263489444e-05	4.088009718157905627e-04	1.362043042116480274e-06
3.172545446353184811e-09	1.815079947088243036e-06	1.768435519051664427e-06	1.743336635593794791e-13	2.637502211770837151e-05	1.767027159753412888e-15	9.999646228760704636e-01	5.415400168993430350e-06	1.345510731480091644e-11
2.313261336381785762e-14	1.009020840029414991e-11	2.586518698471386127e-11	6.451086570080521405e-10	9.999236660730171922e-01	6.391837990310966521e-11	5.097834641558518076e-08	7.610296492188716767e-05	1.792387087215093951e-07
3.071766522856176238e-08	1.470187175510901985e-06	2.832787150071753697e-10	2.732640720247053049e-07	9.740812455596131736e-01	3.244901588079198904e-05	1.204518787138865931e-03	2.467987471355068824e-02	1.374716252613830563e-07
3.757464597667358311e-09	1.323509981238228814e-09	2.942730595597895783e-11	7.485973611533059844e-10	9.978010472935849862e-01	1.058566587345380077e-05	7.999959552793283921e-06	2.180354474485032227e-03	6.747504419813645263e-09
2.413804155774589620e-06	2.922170986715975083e-07	1.260800463056414627e-05	1.128790346004349621e-05	9.981360840533374246e-01	1.490099022266385288e-04	5.815583994417633344e-04	1.036719479334908102e-03	7.002623631420611518e-05
1.121831230580240462e-13	7.103684551978498976e-12	6.577053516644609585e-10	9.381457275987261806e-13	9.999978571231096236e-01	5.348360304011697570e-10	3.261650551674905053e-09	2.137175845670308833e-06	1.238698599934345684e-09
1.319572317476477094e-06	5.618474554533339503e-08	8.511540118754518103e-01	5.853740245127199772e-16	1.213722768092229527e-05	1.963546486253330792e-10	1.876427633091505702e-08	1.075032104103897982e-06	1.488313811470685644e-01
8.280296261304944752e-10	4.072708596952518950e-08	3.950433163984667446e-05	1.151694702229059462e-09	9.979045655400961001e-01	1.836001410655799280e-06	1.004127489616299317e-05	1.975115349645050703e-03	6.889479550166667705e-05
3.794861817096778685e-14	3.745251273659441887e-12	5.494564692856101734e-09	3.576141835163192199e-14	9.999779064492091418e-01	8.125877146246575454e-14	7.492674769570129108e-06	1.459514545479251468e-05	2.321015307443690763e-10
6.000965519873749603e-09	1.659628588325443855e-08	2.545174147121249724e-07	9.847020923443454041e-07	9.996672280751245365e-01	9.858833257254091032e-07	7.204210018849547907e-05	2.575975011767080245e-04	8.846234263132225432e-07
1.476067353595904184e-06	6.061917916803029286e-06	1.067407884737992735e-05	6.423969785955928671e-03	9.504478259321376132e-01	7.461965923740056109e-05	3.997489180549655685e-02	3.059806788074815893e-03	6.739649798790805879e-07
1.828977076517328816e-12	9.906360031963383528e-11	1.530473340809450306e-08	2.886857887041363449e-10	9.999672433759846379e-01	3.692132610432751808e-11	1.203413813425511633e-05	2.070440571110259220e-05	2.348936848768620255e-09
2.853956301488328953e-05	3.667027748887593191e-05	2.520697308544508648e-03	1.165933282168073182e-02	8.574653213047850331e-01	1.021185019681483536e-01	4.928300280632149559e-05	2.883192895799216080e-04	2.583333446395146352e-02
8.809760077259693898e-04	1.284044397832123808e-06	3.277271053436123070e-05	1.336864570040163801e-05	9.923066871641043063e-01	5.874385838855822675e-04	4.792139740383188407e-04	5.691493963140636415e-03	6.764906472495809033e-06
7.843805496674426060e-07	1.579796458509235004e-07	2.972899069003062891e-05	3.427478725452269516e-04	9.992988885488484074e-01	1.491874624065259993e-04	1.758852166274453663e-04	8.291430123290213646e-07	1.790405674599092302e-06
6.487291342036400135e-03	2.452635364504271161e-04	5.507471994872461434e-05	2.246493664356802115e-12	1.200883412606542928e-03	2.286677274271940613e-07	3.546789263233883103e-04	9.916556400153200279e-01	9.393773404938467018e-07
1.604818393667810146e-08	3.680787651389863189e-07	6.505712485580882173e-05	4.554786186675576928e-08	9.960933193201962910e-01	5.555898593713068240e-07	9.396405259154921950e-04	2.893557546356438550e-03	7.440218005647994099e-06
3.797826159737901532e-04	2.291816098592268278e-06	6.457585574831591567e-05	1.855360047980245878e-04	9.927461549014616748e-01	1.234076018496894087e-03	4.898120816456338900e-03	4.313136743277677329e-04	5.814829663836434373e-05
5.641282274212003505e-12	2.289204006955930707e-11	5.104679221556930748e-13	5.893811362528603450e-11	9.996944236724170096e-01	5.334302219809487375e-07	1.935569814673529392e-06	3.031041218954514727e-04	3.117669148453115372e-09
2.287963888935418705e-05	4.939152955517194540e-05	3.606410839799718889e-06	3.002404633984153554e-04	9.912296273926323176e-01	2.547091232581347436e-03	1.013063562522500830e-03	4.809484417628612403e-03	2.461535195241819544e-05
9.093458469897709094e-11	1.701891555170513773e-09	1.609385315286241059e-07	2.054458272680872826e-09	9.922355465593818424e-01	4.773164569742552928e-04	5.341787087185815833e-10	9.404317331345832427e-04	6.346539930514628024e-03
4.293274636488521744e-07	1.402757230075155969e-05	7.530859510016800105e-06	1.147894772636373472e-15	2.080354662562985703e-08	4.094204915740698630e-15	9.999779652053329970e-01	2.623183758788712189e-08	3.109489584543642430e-15
4.058834408522876388e-07	1.842541391518753732e-06	5.309429143836227058e-05	1.415803324633046448e-04	9.938915073135590195e-01	6.038061014893725552e-05	9.977166576816754503e-04	4.530606649569602490e-03	3.228657203067492303e-04
3.820270093524704379e-05	1.379446333661946845e-07	5.349690171245249734e-06	8.023909579163688188e-08	4.723594069802209185e-06	9.999515002493353233e-01	4.321354629076043826e-11	3.783842969381742125e-16	5.538545192292992577e-09
7.569953925601836804e-07	2.262984592123264919e-03	2.404446661623985387e-03	4.090268139591742596e-10	4.684065587276965765e-06	7.662252884686428795e-12	9.953208836616858068e-01	6.522074857572799835e-07	5.591399412043082145e-06
1.040760490118440208e-12	6.438306206084177172e-10	6.186692342532910319e-10	9.713124769075688797e-11	9.999520263690072630e-01	1.462082953051333206e-06	1.881759678718394633e-09	4.142905991029451160e-05	5.079245697733520863e-06
5.407761145482573763e-11	2.477513044506257420e-09	1.833319035591888467e-07	7.026330709214541893e-10	9.965216549745580243e-01	2.104452285149737505e-05	4.809205658226069283e-09	3.178413115120199122e-03	2.786960121371792175e-04
9.875139339245032621e-01	1.248554753075234620e-02	1.093849903111269011e-07	9.198933040220714680e-18	2.278591633088220433e-11	9.594708777202281258e-14	3.067733723821833201e-07	1.000946247406096465e-07	2.268875078770147586e-09
7.223141045831888095e-14	2.384245791788388937e-11	6.916193256102967801e-10	1.758051745847691929e-13	9.997637189556053405e-01	7.236440478034793102e-08	9.999087827066409286e-11	1.982648444406301304e-04	3.794301984833406210e-05
2.114327317892039781e-08	1.374354148089454283e-07	1.260007607888143488e-05	1.668666619121086262e-06	9.974352764334603050e-01	4.375372355283977380e-06	8.446774150457031320e-05	2.272319858427243860e-03	1.891332728665655989e-04
