9.294834514594829113e-14	2.893307729328761497e-14	8.152737172405557540e-12	9.999994881360083632e-01	5.118557168405897824e-07
2.990163439220352038e-05	1.551006280073723175e-05	3.602324367847643252e-04	9.979838851025121249e-01	1.610470763510283123e-03
7.663770004276122824e-06	6.195052855906658101e-06	1.082385771854974553e-05	9.402538811826376408e-01	5.972143613678373986e-02
2.390614143448768704e-04	1.023436046058307305e-02	4.971730551825180247e-05	7.278219724411856724e-03	9.821986410951419888e-01
1.298090229483527702e-08	1.969106854913482013e-10	3.407414718570746733e-09	9.997424504330543193e-01	2.575329817179355008e-04
1.217514484152489027e-07	1.480426270196930870e-07	1.310914834888730728e-06	9.709945126582654185e-01	2.900390663282441037e-02
1.537327640794507225e-12	3.077401612848237702e-13	6.182057422156567272e-11	9.999613828775970603e-01	3.861705873725739435e-05
2.353079889597500183e-05	2.072893135773818243e-06	7.418005997004280489e-06	9.900303563043920674e-01	9.936621997579104040e-03
9.699317584830483331e-08	9.649578967182671481e-09	2.806345879155026259e-08	9.985531361858800414e-01	1.446729107906406363e-03
3.834735936284542713e-08	3.449025147714953919e-10	3.826284617741813853e-08	6.242945708409610075e-06	9.999936800991835462e-01
5.594303316469968592e-10	1.273892926001588227e-08	5.238117308720688909e-08	9.615153733040856521e-01	3.848456101638186855e-02
4.044417107196921610e-09	1.328477337995627729e-09	6.009753623855783777e-10	9.983448872633776672e-01	1.655106762752521238e-03
2.934344185277973016e-05	6.652067100976549470e-07	3.440484783083061633e-06	9.823084718595417320e-01	1.765807900711233516e-02
1.213756808947422391e-06	6.750734681504939348e-07	3.713490633151455746e-06	9.819067717325380418e-01	1.808762594655164216e-02
1.532418317958374040e-09	8.916974178383380213e-10	1.499832495787578171e-08	9.999632242980128760e-01	3.675827954651961595e-05
1.010828690781437252e-06	4.860245750155983695e-08	6.322940282224714098e-07	9.955319667255522198e-01	4.466341549271308532e-03
2.061861489231362951e-04	2.210502322613271925e-07	1.406778475286672135e-06	9.824494315236095288e-01	1.734275449875978883e-02
3.838481284938333831e-06	6.426297871871551585e-07	2.060397936869030318e-06	9.914766847450572351e-01	8.516773745933868545e-03
7.593321133668993507e-04	9.246963885236907565e-05	1.148306042568049759e-03	5.558674712297641436e-03	9.924412174929151398e-01
1.053651601285464105e-07	1.131456538205897017e-07	1.888013775177940088e-07	9.868474588067718267e-01	1.315213388103685273e-02
2.299922015886661161e-03	7.285841885313320686e-05	8.736445815673025885e-06	9.382722641186997947e-01	5.934621900074495138e-02
6.327771320089446602e-16	5.617510868418757883e-17	8.883374309320565776e-14	9.999662345819106957e-01	3.376541799994683637e-05
5.368339382577807279e-09	1.667997784822628268e-09	4.064402200952100461e-08	9.995492118395754577e-01	4.507404800653704155e-04
1.676212846060120982e-08	1.225588121687129783e-09	1.490438762555075890e-08	9.951295757582606649e-01	4.870391349635235650e-03
1.124701595272672977e-07	4.989731577517984831e-08	1.015755625016299663e-07	6.547036723097446288e-04	9.993450323846524430e-01
8.742874130903286671e-06	2.031075718185888929e-07	1.670984481790991871e-06	9.866965226905295427e-01	1.329286034328605245e-02
1.916811296182843911e-04	2.505255573722976141e-06	5.036534371217633302e-04	9.993020047977075881e-01	1.553799784555987253e-07
2.054215066238619918e-03	1.567736150758208130e-02	2.957643218271447500e-04	3.916571619572007182e-03	9.780560874847802344e-01
4.711528481444419228e-07	6.764229102416171037e-09	9.123202369255663368e-08	9.998106781258166986e-01	1.887527250823832253e-04
6.872794178904843082e-07	6.762950796656813178e-08	9.397807549434622987e-07	9.898544429426254787e-01	1.014386236769363424e-02
9.285548280209360295e-01	7.130803868038856907e-02	5.391188729183559906e-06	8.261795337644787637e-11	1.317420273282801418e-04
1.373590842823991926e-05	1.498872083568449330e-06	1.098983428626188678e-05	9.962669621593254199e-01	3.706813225876608425e-03
4.904177190197321450e-06	1.980359723440301789e-08	1.643781345398694201e-07	9.897806751343095621e-01	1.021423650676824869e-02
2.615303932031250703e-11	8.312615170687131623e-15	5.609556663189640142e-15	9.993537243256213065e-01	6.462756482117559473e-04
1.364211851117363809e-03	1.482591192715121186e-05	3.519235198701869526e-03	4.555624468824332959e-03	9.905461025694293209e-01
1.567702595711102003e-03	1.776574363600193359e-04	5.296036403915596504e-05	8.035507846835609287e-06	9.981936440960429424e-01
1.074099154519717602e-05	2.720598239860043811e-07	1.144577439119672438e-06	2.051250694872106331e-02	9.794753354224706721e-01
5.168919928647713888e-14	7.501629905912559420e-15	2.958224527275189030e-12	9.999882504954029638e-01	1.174950157979289804e-05
5.838630601318545197e-07	5.099790116951644830e-08	6.290418209841067119e-07	9.999381828032954944e-01	6.055329392239515852e-05
9.241621728782374052e-07	3.097802213649670908e-09	7.515966150183071711e-07	3.778260882539809943e-06	9.999945428825273153e-01
1.185440048419037497e-08	4.245641262243171609e-10	2.908930137397203749e-08	9.689177173560754586e-01	3.108224127565853076e-02
1.735514985467841693e-06	3.476068581104569193e-07	8.311014280789909734e-06	9.980570436225519870e-01	1.932562241323735166e-03
4.225600976262543021e-14	1.360353589830912173e-13	1.670819176519127971e-10	9.999510781303303508e-01	4.892170240940361893e-05
3.463768509349117961e-06	3.437159706188039985e-07	5.892313725821578786e-06	9.988228480549766752e-01	1.167452146817560960e-03
2.659806697654218803e-11	3.934031308665906385e-13	4.433865409242820904e-11	9.999957153441331181e-01	4.284584536672969628e-06
1.199391492660562800e-10	1.127157243371717583e-12	3.376176588984963751e-11	9.999607977530426961e-01	3.920209212923059033e-05
8.685852087679641104e-06	1.592620268547968321e-06	2.863040592335919949e-06	9.964849888990664484e-01	3.501869587985076328e-03
1.239421220728879989e-05	1.653901149043770420e-07	2.217513387973556707e-06	9.640938095855897672e-01	3.589141329870013108e-02
3.379379856048299807e-07	1.306493891424623042e-09	1.459326669464853619e-08	9.823605434040272311e-01	1.763910275822667267e-02
1.298464967478857486e-04	7.036264415207818115e-07	8.167007863528425048e-06	2.259825325963823670e-02	9.772630296093088864e-01
1.306035724001484890e-04	2.963788874192510244e-06	3.209903869614177471e-07	1.173620422313263924e-04	9.997487496061073786e-01
1.700028284573079125e-06	6.599216123590519395e-07	3.717231077665802344e-06	9.959558008445684729e-01	4.038121974457033712e-03
3.674777989069487605e-01	2.722901553282978671e-01	6.195009882598048918e-03	3.218997103835388729e-01	3.213732549861650356e-02
2.373104460506914352e-06	2.683311458320008577e-07	1.775682892003255979e-06	9.892950620250592353e-01	1.070052085644227109e-02
5.283685220565822836e-05	8.421261570280722271e-06	3.402495263267968087e-06	3.030833910156997650e-03	9.969045054808036710e-01
1.697818317815918433e-15	7.635127884382693333e-17	2.403874509905215314e-12	9.999999930907947920e-01	6.906799548779781246e-09
2.478977557660444896e-09	1.373770894191165694e-09	1.595205328575007517e-08	9.999785100678627581e-01	2.147012733541369366e-05
5.414739753950190664e-07	6.951652607607588117e-08	3.164157837859932803e-06	9.995290638414677797e-01	4.671610101926745666e-04
3.666274163793106522e-06	9.760869792739257441e-07	3.713738570216511794e-08	3.726419434587088697e-06	9.999915940820366389e-01
2.136635558234796296e-06	6.038929882096027788e-07	1.251675810581394797e-05	9.881034045704262248e-01	1.188133814292156691e-02
5.166199105824809014e-08	7.203667882754778053e-07	5.971245978022520302e-06	5.867356838880934122e-04	9.994065210413545230e-01
5.040028644711760431e-05	1.159585330520111578e-07	6.020807811234845687e-07	9.779030249316374990e-01	2.204585674260116021e-02
2.630532101890358985e-04	3.992407608125960947e-03	2.169739311502674034e-04	2.375064580818553317e-02	9.717769194423492296e-01
