-4.928005632585860774e+00	-6.599375081314550862e+00	-3.348833311438780491e+00	-3.517772015885913817e+00	-3.946943242135874663e-01	-3.715629864004924787e+00	-2.960736937356434062e+00	-1.780024483290846504e+00	-4.832545280962505352e+00
-5.415047102573158355e+00	-6.786819630853577756e+00	-3.930661763776739370e+00	-3.659534926040199920e+00	-2.704083365747909640e-01	-3.507054322416837344e+00	-3.364248693465289097e+00	-2.160196267410842363e+00	-5.098856092041760490e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
-4.237994528671721106e+00	-5.288316410294566339e+00	-3.756852069385316906e+00	-3.439668955932773997e+00	-3.591569082944994773e-01	-2.525428701310243884e+00	-3.407701169161346577e+00	-2.240885382837677575e+00	-4.918448474984239205e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
-3.604725899862669003e+00	-4.547516391344554876e+00	-3.376000512921585539e+00	-3.436014150459228311e+00	-4.850695478721059328e-01	-2.196988682062972043e+00	-3.077551662209218719e+00	-2.162814901250700750e+00	-4.832019903344499490e+00
-3.457238562076546451e+00	-4.644568640987962738e+00	-3.386153753184915516e+00	-3.423053013448563497e+00	-5.116366570058477059e-01	-2.085355930836910066e+00	-3.165675570521027549e+00	-2.170382507414223561e+00	-4.396343686100254722e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
-4.262223030384407529e+00	-5.123155024503269317e+00	-2.241882318217828463e+00	-3.081899805648490087e+00	-1.120802167727098064e+00	-5.733917181027428533e+00	-1.986273044848131386e+00	-1.055922921765522382e+00	-4.305664076578944233e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
-5.601420732764075261e+00	-7.659586652553198149e+00	-4.525907360176140593e+00	-3.577770720991518161e+00	-2.158396619776752623e-01	-3.449176228678964229e+00	-3.688932753731681835e+00	-2.419351936849532869e+00	-5.210516266281970843e+00
